Transaction_ID,Amount,Transaction_Type,Location,Time_of_Day,Account_Age_Months,Is_International,Fraud
2534,76.5048119469646,POS,UK,Evening,203,0,0
2535,3690.6582452148427,ATM,UK,Morning,134,1,0
2536,4171.552262018376,ATM,Germany,Morning,123,1,1
2537,3703.678279107828,Bank Transfer,Canada,Evening,49,0,0
2538,718.5371850676888,Bank Transfer,Canada,Afternoon,91,0,0
2539,3768.3724716735605,Online,India,Morning,125,1,0
2540,3845.769296627667,ATM,India,Morning,76,1,0
2541,3294.4098757719244,POS,USA,Evening,150,1,0
2542,3831.749084313953,POS,India,Evening,104,1,0
2543,4230.377591190272,Online,India,Evening,176,0,0
2544,3069.952550616105,ATM,USA,Night,229,0,0
2545,447.58054627854693,POS,USA,Evening,149,0,0
2546,2440.7009092877183,Online,India,Afternoon,33,1,0
2547,392.8584266846673,Online,Canada,Morning,209,1,0
2548,2040.6774400069921,POS,India,Morning,184,0,0
2549,2038.49691318251,POS,Germany,Night,157,1,0
2550,334.7191714805067,Bank Transfer,Germany,Morning,53,0,0
2551,1747.3585671775493,ATM,Germany,Morning,40,1,0
2552,559.4355034626176,Bank Transfer,UK,Afternoon,202,0,0
2553,4042.1348739960645,Online,Germany,Morning,18,0,0
2554,4738.7016896925315,POS,Canada,Afternoon,175,0,0
2555,366.2207939134033,Bank Transfer,UK,Night,13,0,0
2556,4775.800460422049,Online,UK,Afternoon,155,1,0
2557,2615.270113687042,ATM,Germany,Evening,190,0,1
2558,1501.3305613796,POS,India,Evening,74,0,0
2559,388.92606600443673,Bank Transfer,USA,Night,96,0,0
2560,2505.618219011737,ATM,India,Morning,105,0,0
2561,3973.60514473129,Bank Transfer,India,Afternoon,173,1,0
2562,3536.8969539471573,Online,UK,Evening,131,0,0
2563,255.87892726254896,ATM,UK,Afternoon,150,0,0
2564,369.14466766267805,Bank Transfer,UK,Evening,155,1,0
2565,2017.3520467500223,ATM,Canada,Afternoon,183,0,0
2566,1479.9760177694766,Online,Canada,Morning,67,0,0
2567,1165.7596936649588,ATM,USA,Night,33,0,0
2568,1408.6174720490244,Bank Transfer,UK,Morning,2,0,0
2569,4018.396302767939,Online,Germany,Afternoon,75,1,0
2570,4646.49412789111,POS,UK,Evening,174,1,0
2571,2028.4879591651943,Bank Transfer,Canada,Evening,74,1,0
2572,4531.024455651823,Bank Transfer,UK,Night,231,1,0
2573,1610.8710277331704,Online,Canada,Morning,161,1,0
2574,2384.802746787239,Online,UK,Morning,186,1,0
2575,1134.0148440909186,POS,Germany,Morning,135,0,1
2576,3204.1778306683404,Bank Transfer,USA,Evening,143,0,0
2577,4895.01067029817,Online,Germany,Night,26,0,0
2578,3019.448014736676,POS,Canada,Evening,139,0,0
2579,1792.2813501471767,POS,India,Morning,128,1,0
2580,3240.8481427226893,Online,Germany,Afternoon,166,0,0
2581,618.9887889346109,Bank Transfer,UK,Evening,27,0,0
2582,4443.852105925666,ATM,USA,Night,231,1,0
2583,2517.9043341452825,ATM,UK,Morning,135,0,0
2584,2249.501961488012,POS,UK,Afternoon,129,0,0
2585,2931.3946183253283,ATM,Germany,Evening,202,1,0
2586,3125.7953946330654,ATM,USA,Afternoon,21,0,0
2587,363.5201521014326,Online,India,Afternoon,79,0,0
2588,3414.673020010895,POS,UK,Night,158,1,0
2589,1213.4487431760704,Bank Transfer,USA,Evening,94,0,0
2590,3571.193399370416,POS,India,Night,8,0,0
2591,4113.5612979490625,Online,UK,Morning,216,0,0
2592,4020.7727452248387,ATM,USA,Afternoon,83,0,0
2593,2764.742332202406,Bank Transfer,Germany,Night,3,0,0
2594,2603.248612092202,POS,UK,Night,55,1,0
2595,718.6654268903616,ATM,UK,Morning,143,0,0
2596,3877.854021263662,POS,USA,Evening,36,0,0
2597,1360.6898553313383,Bank Transfer,UK,Night,6,0,0
2598,2485.993636975643,POS,India,Afternoon,121,1,0
2599,1424.949094172946,POS,UK,Afternoon,42,1,0
2600,673.4726731834672,POS,Canada,Afternoon,50,1,0
2601,3149.6406959742244,ATM,India,Afternoon,112,0,0
2602,276.3885139404046,Bank Transfer,USA,Night,146,0,0
2603,3744.482944460369,Bank Transfer,India,Afternoon,230,0,0
2604,1591.3460423292777,ATM,Canada,Night,211,0,0
2605,5.672791557404174,ATM,Canada,Evening,50,0,0
2606,2558.090050489963,ATM,UK,Afternoon,30,1,0
2607,239.0252830953776,Online,UK,Evening,205,0,0
2608,1384.466941315393,POS,Germany,Night,39,0,0
2609,3536.347554841302,POS,India,Morning,116,1,0
2610,318.13466000121997,Bank Transfer,Germany,Evening,140,1,0
2611,4197.495769318231,POS,Canada,Afternoon,226,1,0
2612,24.080513679622626,Online,UK,Morning,59,1,0
2613,1237.8852266635017,ATM,UK,Evening,76,1,0
2614,3705.815760479597,Bank Transfer,UK,Night,172,0,0
2615,1584.7693978978873,Bank Transfer,USA,Night,216,0,0
2616,513.9524783897375,POS,Canada,Night,132,0,0
2617,1804.3684244081373,Bank Transfer,UK,Evening,164,0,0
2618,1355.614465490705,ATM,Canada,Night,48,0,0
2619,4214.345951291972,Bank Transfer,UK,Evening,142,1,0
2620,1570.17284833779,ATM,India,Afternoon,81,0,0
2621,3945.717696521156,Online,Canada,Afternoon,49,0,0
2622,4459.90136332962,Online,Germany,Evening,67,1,0
2623,2171.918010784765,ATM,USA,Evening,230,1,0
2624,4550.166003552688,POS,Germany,Morning,215,0,0
2625,1889.7036795461484,Bank Transfer,Canada,Night,77,0,0
2626,4820.5716903680905,POS,UK,Afternoon,137,1,0
2627,451.00117500523675,Bank Transfer,Canada,Afternoon,21,0,0
2628,3436.6612361836974,Online,USA,Morning,105,1,0
2629,2471.6011320823586,Online,Canada,Evening,72,0,0
2630,1941.3057832509571,Online,UK,Evening,209,1,0
2631,3165.3958343492613,Bank Transfer,Germany,Morning,16,1,0
2632,3520.766172713484,Online,India,Night,144,1,0
2633,26.79453190329389,Online,Germany,Evening,28,0,1
2634,838.9306782922577,Online,UK,Evening,179,1,0
2635,3566.665022918422,Online,UK,Night,184,1,0
2636,3333.5951408231413,POS,USA,Night,80,0,0
2637,4830.407288117743,Online,Canada,Morning,57,0,0
2638,3806.383762302661,Online,Canada,Morning,110,0,0
2639,4754.109675118034,POS,Germany,Morning,52,1,0
2640,3514.1898051663607,POS,India,Evening,174,1,0
2641,1493.7707821540184,Bank Transfer,India,Morning,206,1,0
2642,531.2977866430281,ATM,USA,Evening,238,0,0
2643,3910.2101974079533,Online,UK,Afternoon,236,0,0
2644,3222.5253612722,Online,USA,Night,166,1,0
2645,245.68913190451465,Online,Canada,Night,84,0,0
2646,1803.4520771753869,Bank Transfer,UK,Afternoon,237,0,0
2647,4784.215078344009,Online,USA,Morning,48,1,0
2648,2504.503722822455,ATM,Germany,Evening,127,1,0
2649,2166.4820344184245,POS,Canada,Evening,169,0,0
2650,2291.2095277706735,Bank Transfer,India,Evening,98,1,0
2651,1048.3692064057927,POS,USA,Night,118,0,0
2652,1846.692318469652,Online,Canada,Morning,187,0,0
2653,1852.2172136559473,Online,Canada,Evening,93,1,0
2654,266.51332583642466,Online,India,Evening,67,1,0
2655,3839.000304447002,ATM,India,Evening,74,0,0
2656,2085.4396373598756,ATM,India,Afternoon,84,0,0
2657,4111.788534648034,Bank Transfer,USA,Evening,194,1,0
2658,4252.488265593877,POS,India,Afternoon,155,0,0
2659,1063.910303219797,Online,Germany,Evening,160,0,0
2660,3288.4806434397924,Online,Canada,Evening,184,0,0
2661,2364.0476117940934,Online,India,Evening,10,0,0
2662,4401.382905917818,Online,Canada,Afternoon,168,0,0
2663,1082.6246924863883,ATM,UK,Evening,145,1,0
2664,3390.676935548671,POS,UK,Morning,186,0,0
2665,3040.721850652349,POS,India,Evening,118,0,0
2666,1480.0308804713047,Bank Transfer,Canada,Afternoon,97,1,0
2667,687.3215137376072,ATM,UK,Afternoon,6,1,0
2668,3259.9406035839966,Online,India,Morning,167,1,0
2669,3694.2943033709917,POS,Canada,Night,239,0,0
2670,1581.5585820979331,POS,India,Morning,18,0,0
2671,3225.9388570914575,ATM,Canada,Morning,201,1,0
2672,1978.6788835194589,Bank Transfer,UK,Afternoon,72,1,0
2673,3567.4683819966754,Bank Transfer,India,Evening,89,1,0
2674,1000.0802980957952,Online,UK,Evening,223,1,0
2675,4451.6239381676905,Bank Transfer,India,Night,42,1,0
2676,1440.6109343455707,POS,USA,Night,4,0,0
2677,1842.0910088419837,Bank Transfer,UK,Night,20,1,0
2678,295.16930064134715,Online,UK,Night,28,0,0
2679,562.0035005447755,POS,Germany,Morning,168,0,0
2680,2581.730204048079,Bank Transfer,UK,Morning,193,1,0
2681,1341.6254202562177,Bank Transfer,Canada,Evening,104,1,0
2682,4178.223727582261,ATM,India,Morning,44,1,0
2683,78.39347633149444,Online,USA,Evening,23,1,1
2684,1898.5747731163212,Bank Transfer,Canada,Evening,185,1,0
2685,1690.041006111618,ATM,Canada,Evening,47,0,1
2686,101.54151643341717,POS,Canada,Evening,13,1,0
2687,626.2201530075486,ATM,Canada,Afternoon,144,1,0
2688,2071.1451612185833,ATM,USA,Evening,218,0,0
2689,2466.858599314996,Bank Transfer,Germany,Morning,183,1,0
2690,2024.4272875380711,Bank Transfer,UK,Morning,95,1,0
2691,2657.0337036684086,Bank Transfer,Canada,Morning,193,1,0
2692,2977.682716153879,ATM,UK,Morning,209,0,0
2693,54.56948653353897,POS,UK,Afternoon,16,1,1
2694,2323.1553214702517,Online,Canada,Night,119,1,0
2695,4817.678708233504,ATM,Germany,Night,165,1,0
2696,2597.566239247096,Bank Transfer,UK,Evening,180,1,0
2697,3389.323625957471,Online,India,Evening,117,0,0
2698,1562.7599702948316,POS,UK,Morning,10,1,0
2699,3871.086933873049,Online,Canada,Morning,122,0,0
2700,3865.7428019711947,Bank Transfer,USA,Night,38,1,0
2701,2608.873758032424,ATM,UK,Night,44,1,0
2702,4880.189047279672,ATM,Germany,Morning,95,1,0
2703,632.1233227394537,Bank Transfer,India,Evening,74,0,0
2704,89.65358612345706,ATM,India,Afternoon,182,1,1
2705,3851.9402677266944,Bank Transfer,USA,Afternoon,113,1,0
2706,4036.741909137588,ATM,USA,Night,226,0,0
2707,605.4351094572784,ATM,UK,Night,51,1,0
2708,1331.5862506282374,ATM,Canada,Night,52,1,0
2709,92.6740550163114,POS,Germany,Afternoon,198,1,0
2710,1470.0765108489206,POS,India,Afternoon,92,1,0
2711,3866.8436602237643,Bank Transfer,USA,Morning,220,0,1
2712,2592.212835924332,POS,Germany,Evening,59,0,0
2713,1743.737487875599,Bank Transfer,Canada,Night,13,0,0
2714,1861.8377780571197,Online,India,Morning,169,1,0
2715,11.76136044876343,Online,India,Afternoon,12,1,0
2716,1502.5036351883532,POS,Canada,Morning,50,1,0
2717,3234.0614144814626,Online,India,Afternoon,232,1,0
2718,4871.101246862704,Online,Canada,Evening,57,0,0
2719,4236.068830784578,ATM,India,Afternoon,178,1,0
2720,122.85684840441799,ATM,UK,Morning,119,0,0
2721,4493.310220350822,Bank Transfer,Canada,Evening,57,1,0
2722,3917.0760744266368,Online,Germany,Afternoon,182,1,0
2723,3902.978737237047,Bank Transfer,UK,Night,194,0,0
2724,2292.6888162228397,Bank Transfer,Germany,Afternoon,8,1,0
2725,1993.0364383077415,Online,India,Evening,106,0,0
2726,1518.0640655217971,POS,Germany,Morning,191,0,0
2727,333.14582047705704,Online,UK,Evening,137,1,1
2728,1145.035640651027,ATM,Canada,Morning,188,0,0
2729,1236.785156715233,Online,USA,Afternoon,120,0,0
2730,2422.964963202457,POS,Germany,Afternoon,63,1,0
2731,3738.4848109504865,Bank Transfer,USA,Evening,72,0,0
2732,2371.6800928477433,Bank Transfer,Germany,Night,131,0,0
2733,293.93302498856724,ATM,Germany,Afternoon,201,1,0
2734,4789.160055936079,ATM,Canada,Night,13,0,0
2735,4713.907973875091,ATM,India,Night,137,1,1
2736,3927.0217680263,Bank Transfer,UK,Evening,223,0,0
2737,4956.682868313282,ATM,UK,Afternoon,217,1,0
2738,2724.6892523373135,Online,UK,Night,52,1,0
2739,4814.027909514764,Bank Transfer,India,Afternoon,236,1,0
2740,382.64717788067014,POS,USA,Morning,62,1,0
2741,1831.5753375655497,Bank Transfer,UK,Night,119,1,0
2742,1130.7794336937952,Online,USA,Evening,109,0,0
2743,983.1862552506788,Online,India,Evening,8,1,0
2744,708.3107297189171,ATM,India,Night,239,1,0
2745,3113.9561396221534,Bank Transfer,Canada,Afternoon,95,0,0
2746,3907.702669457789,Bank Transfer,UK,Morning,125,1,0
2747,2893.6005051047014,Bank Transfer,Canada,Morning,173,0,0
2748,739.0787343931073,POS,UK,Evening,53,0,0
2749,4056.5632308176873,ATM,India,Evening,237,1,0
2750,3181.5937622828237,Online,India,Afternoon,63,0,0
2751,1943.8877021043427,Online,Germany,Evening,95,0,0
2752,3372.2808262026347,ATM,Germany,Afternoon,81,0,0
2753,1303.22537131795,Online,India,Night,239,1,0
2754,1729.2350814285815,Online,India,Morning,57,0,0
2755,4587.841786444291,ATM,USA,Night,182,1,0
2756,1456.0700058287448,Online,USA,Evening,147,1,0
2757,2352.5913994488933,Bank Transfer,Canada,Morning,67,0,0
2758,4451.254981293093,POS,Germany,Morning,46,1,0
2759,3540.0681445862997,ATM,Germany,Night,94,0,0
2760,315.70511469269024,POS,India,Afternoon,138,0,0
2761,740.7787061734568,Online,India,Morning,113,1,0
2762,44.168745905724506,Online,Canada,Afternoon,93,1,0
2763,3156.454342194671,Bank Transfer,Germany,Night,232,1,0
2764,2241.1287599250395,ATM,USA,Night,146,0,0
2765,675.7028802568663,Online,UK,Afternoon,140,0,0
2766,4789.880934678568,ATM,Canada,Night,49,0,0
2767,2650.6503211083714,ATM,UK,Morning,23,1,0
2768,1213.2570040938815,ATM,USA,Night,62,0,1
2769,2505.514837917764,ATM,USA,Night,11,0,0
2770,3399.7035620118636,ATM,UK,Morning,73,0,0
2771,385.8148937779546,POS,Canada,Afternoon,118,0,0
2772,1377.1455561642206,Bank Transfer,UK,Night,184,1,0
2773,4035.792626965548,ATM,Canada,Afternoon,88,0,0
2774,2301.026027661293,POS,Canada,Morning,89,1,0
2775,2735.152824451313,Online,India,Afternoon,55,0,0
2776,2166.915931036299,ATM,Germany,Afternoon,153,0,0
2777,224.28021350181058,Online,Germany,Evening,239,0,0
2778,832.9201502016789,ATM,USA,Evening,9,1,0
2779,2230.480485515745,POS,India,Night,12,1,0
2780,1049.8813997125994,POS,Germany,Evening,139,1,0
2781,254.6452481550953,POS,Canada,Evening,113,0,0
2782,4219.03007193886,Bank Transfer,Canada,Evening,166,0,0
2783,4906.056683174758,Online,UK,Afternoon,156,1,0
2784,3966.7486556137137,Bank Transfer,UK,Afternoon,8,0,0
2785,4269.655683914812,ATM,Canada,Evening,202,0,0
2786,1213.6757659336417,Online,Canada,Morning,217,1,0
2787,4803.331742688433,POS,UK,Evening,175,0,0
2788,988.6438937448747,Online,Germany,Morning,36,0,0
2789,4757.391902757352,POS,USA,Afternoon,125,0,0
2790,4974.122373359925,Bank Transfer,UK,Morning,50,1,0
2791,3560.0554147015137,Bank Transfer,Germany,Afternoon,107,0,0
2792,4905.81294030015,POS,Germany,Morning,9,1,0
2793,2849.851198937683,POS,Germany,Afternoon,233,0,0
2794,1301.4112069645712,ATM,India,Afternoon,188,1,0
2795,2187.7944488997764,Bank Transfer,India,Evening,200,1,0
2796,2969.8368722170358,Bank Transfer,Germany,Night,67,1,0
2797,370.04240232493987,ATM,Canada,Night,53,1,0
2798,3113.604606763144,Bank Transfer,India,Afternoon,82,0,0
2799,4905.983294627661,POS,UK,Evening,110,1,0
2800,954.5877106697195,Online,India,Night,227,0,0
2801,3964.0126058604747,Online,Canada,Night,145,0,0
2802,4539.954474929199,Bank Transfer,USA,Evening,228,1,0
2803,4718.789456137003,ATM,India,Evening,53,0,0
2804,4800.877344005209,POS,Germany,Night,156,0,0
2805,2609.6908954137525,Online,Germany,Night,114,0,0
2806,4886.653000417561,POS,Germany,Morning,63,0,0
2807,3787.764484636522,Bank Transfer,USA,Morning,143,1,0
2808,812.5488240036246,Bank Transfer,Canada,Afternoon,19,0,0
2809,2387.11603180751,Online,UK,Night,124,0,0
2810,3593.06422098316,Bank Transfer,Canada,Evening,86,0,0
2811,1240.4648775163212,ATM,USA,Evening,70,0,0
2812,3204.8728418266924,Bank Transfer,Germany,Night,47,0,0
2813,3334.669392837863,Bank Transfer,Canada,Afternoon,199,1,0
2814,817.6852203237867,Bank Transfer,UK,Evening,108,0,1
2815,2827.6011357015177,POS,Germany,Night,176,1,0
2816,3859.2764203381453,POS,UK,Night,201,0,0
2817,2496.9838443570297,Online,India,Afternoon,20,1,0
2818,65.45506829665659,Online,UK,Night,37,0,0
2819,50.14715305106443,Online,Germany,Evening,203,0,0
2820,1788.361573130211,Bank Transfer,India,Morning,130,1,0
2821,4631.339371816751,POS,Germany,Afternoon,192,1,0
2822,1147.2405141200259,ATM,Germany,Night,214,1,0
2823,3173.6466259140775,Bank Transfer,India,Afternoon,36,0,0
2824,1114.2689741131362,Bank Transfer,UK,Night,133,1,0
2825,1611.7415983494454,Bank Transfer,USA,Morning,64,1,0
2826,4240.970237559412,ATM,USA,Afternoon,7,1,1
2827,3645.6629041383844,Online,USA,Night,198,0,0
2828,481.5193901794871,ATM,USA,Morning,120,0,0
2829,2146.366594827236,Online,Canada,Evening,22,0,0
2830,150.702969408096,ATM,USA,Night,202,1,0
2831,2407.04628228203,POS,India,Morning,46,0,0
2832,3313.857888446835,Bank Transfer,USA,Morning,168,0,0
2833,596.9206048727671,Bank Transfer,Germany,Afternoon,189,0,0
2834,1447.9802698512824,Bank Transfer,USA,Night,110,0,0
2835,1992.193944383274,Online,UK,Evening,46,1,0
2836,4598.057468156969,ATM,India,Night,212,0,0
2837,4966.308802037705,POS,India,Morning,28,1,0
2838,229.3319384831012,ATM,Canada,Evening,87,1,0
2839,3806.234577859483,Bank Transfer,Germany,Morning,35,1,0
2840,1861.7617116797044,POS,India,Afternoon,129,1,0
2841,1965.3286402162528,POS,UK,Night,157,1,1
2842,3772.5535418683785,Bank Transfer,USA,Morning,9,1,1
2843,4592.540028566316,ATM,India,Morning,9,0,0
2844,4754.888329540229,Bank Transfer,UK,Night,22,1,0
2845,2887.7273172614123,ATM,USA,Evening,191,0,0
2846,1788.8201907060115,POS,Canada,Morning,194,1,0
2847,3938.8076838646025,POS,India,Night,208,0,0
2848,1258.7519093951898,Bank Transfer,India,Afternoon,232,1,1
2849,2822.5497740234214,POS,UK,Afternoon,186,0,1
2850,1796.0994153167414,Online,Germany,Night,70,0,0
2851,3284.872213170841,POS,Canada,Morning,183,1,0
2852,1205.792569903067,Online,Germany,Night,141,1,0
2853,962.0067639454547,POS,India,Night,225,1,0
2854,4591.604237943809,Bank Transfer,Germany,Morning,147,1,0
2855,513.5093963329368,Bank Transfer,USA,Evening,207,0,0
2856,2532.259749135984,Online,Canada,Evening,161,0,0
2857,1108.1596509002295,Bank Transfer,Germany,Afternoon,202,1,0
2858,199.45516681170892,POS,USA,Evening,65,1,0
2859,184.91399736567482,POS,UK,Night,188,0,0
2860,880.2327516686075,Bank Transfer,Germany,Morning,140,1,0
2861,4334.517920757471,POS,Canada,Afternoon,43,0,0
2862,1415.9813261652482,ATM,USA,Evening,221,1,0
2863,4752.543557023602,ATM,Germany,Night,17,1,0
2864,2910.2033534810216,POS,UK,Afternoon,68,0,0
2865,2185.8878778949866,Bank Transfer,Germany,Morning,29,0,0
2866,2902.543729173926,Online,USA,Evening,183,1,0
2867,2585.9084342052074,Bank Transfer,Germany,Night,135,0,0
2868,3795.087387517839,Online,Canada,Morning,44,1,0
2869,1416.067849534397,Bank Transfer,India,Night,205,0,0
2870,1768.4867060435104,POS,USA,Night,133,1,0
2871,4471.001041153588,ATM,USA,Night,188,1,0
2872,4732.550283186275,Bank Transfer,USA,Morning,134,1,0
2873,4463.32834629494,Online,USA,Afternoon,226,0,0
2874,2100.1427298167814,ATM,Germany,Night,7,0,0
2875,3902.925687519374,Online,Canada,Afternoon,174,0,0
2876,2384.2969878389886,POS,UK,Afternoon,185,0,0
2877,2490.2115614697805,ATM,Canada,Evening,54,1,0
2878,1027.3771447411334,Online,USA,Evening,220,0,0
2879,2957.69586477629,Bank Transfer,Germany,Afternoon,46,0,0
2880,934.7488092779729,POS,Germany,Evening,138,0,0
2881,1661.165671840633,POS,USA,Evening,4,1,0
2882,4275.875857091576,POS,Germany,Afternoon,195,0,0
2883,1039.343667008222,Bank Transfer,USA,Morning,153,0,0
2884,360.4356344412969,Bank Transfer,Canada,Evening,215,1,0
2885,349.69292510101747,ATM,India,Evening,91,1,0
2886,4704.218679913024,Bank Transfer,Germany,Morning,206,1,1
2887,2537.067587619364,ATM,USA,Morning,61,1,0
2888,2050.0132987260067,POS,USA,Morning,166,1,0
2889,4055.3385121345527,ATM,Germany,Afternoon,160,1,0
2890,4179.950509913027,Online,UK,Morning,151,1,0
2891,1664.294210412445,POS,USA,Afternoon,111,0,0
2892,3469.6221970816073,POS,Germany,Night,232,1,0
2893,3856.7584651801735,ATM,USA,Night,37,1,0
2894,3274.9801808954426,POS,UK,Morning,3,1,0
2895,762.2173986264963,Bank Transfer,India,Morning,227,1,0
2896,4380.0360021677,Online,UK,Night,13,1,0
2897,2697.7772909163637,ATM,Canada,Afternoon,162,0,1
2898,1415.9497697181685,ATM,Germany,Afternoon,88,0,0
2899,2129.014786261281,POS,UK,Morning,193,0,0
2900,192.66759654254236,Bank Transfer,India,Morning,76,0,0
2901,643.6946721059757,POS,USA,Morning,8,0,0
2902,3828.906018826725,POS,Germany,Night,83,0,0
2903,5.058115603053875,ATM,UK,Evening,9,0,0
2904,2085.7463132690496,POS,India,Morning,156,1,0
2905,2614.938354522514,Online,UK,Afternoon,78,1,0
2906,277.89892790485663,POS,Canada,Evening,124,1,0
2907,4865.525424046803,POS,Germany,Afternoon,219,1,0
2908,1134.4960295921114,ATM,USA,Evening,146,1,0
2909,1524.4726045832228,POS,India,Night,42,1,0
2910,1523.1928487138616,Bank Transfer,UK,Evening,41,0,0
2911,1155.9312272761629,ATM,Germany,Afternoon,198,1,0
2912,12.361741321125523,POS,UK,Evening,161,1,0
2913,3648.077246469542,Online,Germany,Night,229,1,0
2914,4834.393271497431,Online,Canada,Afternoon,234,0,0
2915,1125.3459490088,ATM,UK,Morning,89,0,0
2916,3316.920723058095,ATM,Canada,Evening,77,0,0
2917,3710.7721531587817,POS,India,Afternoon,54,1,0
2918,4242.884768557171,Bank Transfer,Canada,Evening,215,1,1
2919,2116.0328390829777,POS,Germany,Night,164,1,0
2920,1518.139873673944,Online,India,Afternoon,97,0,0
2921,1629.8491944450404,Bank Transfer,UK,Morning,213,0,0
2922,3564.5435588270716,Bank Transfer,UK,Morning,98,1,0
2923,4084.813435195652,Bank Transfer,Germany,Evening,56,0,0
2924,912.1617689442303,POS,USA,Night,100,1,0
2925,1857.8503357480372,Online,USA,Night,145,0,0
2926,4510.191282762004,ATM,UK,Evening,10,0,0
2927,4034.4341308752223,POS,Germany,Afternoon,215,0,0
2928,4924.367721798567,ATM,USA,Afternoon,44,1,0
2929,3772.4700571119934,Bank Transfer,Canada,Evening,130,0,0
2930,1969.0100291344718,Bank Transfer,UK,Afternoon,227,1,0
2931,2955.2359808032156,POS,Canada,Afternoon,142,1,0
2932,3306.766199965365,Online,Germany,Afternoon,239,1,0
2933,396.8868025040341,Bank Transfer,Canada,Evening,237,0,0
2934,2724.762310723806,ATM,USA,Morning,169,0,0
2935,3548.057538220685,ATM,USA,Night,130,0,0
2936,840.7699134852966,POS,India,Morning,19,1,0
2937,3904.255428540658,ATM,UK,Afternoon,80,0,0
2938,2920.945038667988,Online,Germany,Evening,235,0,0
2939,4761.347819559485,Bank Transfer,UK,Night,236,1,0
2940,216.89937954342403,ATM,Canada,Afternoon,89,1,0
2941,1330.3040570895575,ATM,Germany,Night,1,1,0
2942,3009.7616271026213,Bank Transfer,Germany,Night,130,0,0
2943,1486.3167614686238,POS,USA,Morning,27,0,0
2944,3573.5486995358547,ATM,Canada,Afternoon,2,1,0
2945,3796.231386197045,POS,USA,Night,222,0,0
2946,517.0672405120399,POS,USA,Morning,179,1,0
2947,2571.703048712805,ATM,India,Evening,138,0,0
2948,2546.908325177324,Online,USA,Night,19,1,0
2949,1849.5574472266276,POS,UK,Afternoon,234,0,0
2950,4664.959688535512,ATM,Germany,Evening,208,1,0
2951,4138.39406776674,POS,USA,Night,141,1,0
2952,3487.5608626386356,Bank Transfer,UK,Night,176,1,0
2953,3573.0615454963126,Online,Canada,Afternoon,114,0,0
2954,2311.27213834653,Online,Germany,Night,56,0,0
2955,4605.367632877396,Bank Transfer,Canada,Afternoon,200,0,0
2956,3474.5041591301606,Bank Transfer,UK,Afternoon,184,1,0
2957,3646.260402970803,POS,Canada,Afternoon,178,1,0
2958,4309.14606441779,Bank Transfer,Canada,Afternoon,95,1,0
2959,1373.987588764244,Online,Canada,Night,173,1,0
2960,4036.3191648141815,Bank Transfer,USA,Evening,217,1,0
2961,980.2268117676778,ATM,USA,Evening,187,1,0
2962,1729.9830514632147,ATM,USA,Morning,167,1,0
2963,1681.3742190778644,POS,Germany,Afternoon,149,1,0
2964,4892.734714603757,Online,UK,Night,183,1,0
2965,4283.403432620895,ATM,USA,Night,57,0,0
2966,3507.3434586433473,Bank Transfer,Canada,Morning,102,1,1
2967,3636.6485242688736,ATM,Canada,Evening,169,0,0
2968,2812.5536080408424,ATM,Canada,Night,221,1,0
2969,4735.717882207053,POS,Canada,Morning,70,0,0
2970,2483.812470647396,Bank Transfer,India,Evening,82,1,0
2971,1905.6859608001232,Bank Transfer,Germany,Night,49,0,0
2972,819.3615079732971,Bank Transfer,UK,Afternoon,172,1,0
2973,3932.0972330439845,POS,UK,Morning,163,1,0
2974,3673.5474407175793,Bank Transfer,USA,Night,91,1,0
2975,1924.8534174280537,Bank Transfer,India,Morning,5,0,0
2976,130.84110272635064,ATM,UK,Morning,199,1,0
2977,4195.791651951464,ATM,Germany,Morning,202,0,0
2978,62.032827353097794,Bank Transfer,Canada,Afternoon,202,0,0
2979,3519.9803992471093,Online,USA,Evening,179,0,0
2980,4851.4342630816545,Online,Germany,Evening,57,0,0
2981,2191.118334100276,Bank Transfer,UK,Night,186,0,0
2982,1178.692157954784,Online,India,Afternoon,92,1,0
2983,3525.830695166692,POS,USA,Evening,36,0,0
2984,4086.555069367848,ATM,UK,Night,138,0,0
2985,2734.4194288088474,POS,USA,Night,178,0,0
2986,4835.34119990445,ATM,UK,Morning,227,0,0
2987,263.0852646815157,Online,Canada,Afternoon,227,1,0
2988,2526.454013531118,Online,India,Evening,165,1,0
2989,3593.6774668761377,Bank Transfer,Canada,Afternoon,112,1,0
2990,4313.889153390149,Online,UK,Afternoon,148,0,0
2991,900.3817814794113,Online,Germany,Evening,13,0,0
2992,4001.0173914095885,Bank Transfer,Canada,Evening,203,0,0
2993,2765.7718432141337,Bank Transfer,Germany,Afternoon,122,1,0
2994,1985.7856415398662,ATM,UK,Night,109,0,0
2995,662.9165677525723,Online,India,Afternoon,147,1,0
2996,4327.152315750018,ATM,Germany,Evening,92,0,0
2997,790.5796748576781,ATM,UK,Afternoon,102,0,0
2998,1552.3903567494506,POS,Germany,Evening,56,1,0
2999,1453.7774321523723,Online,Canada,Night,45,0,0
3000,4357.713100783317,Online,UK,Afternoon,60,1,0
3001,3365.1514560734454,POS,Canada,Night,196,0,0
3002,3984.4235789709046,ATM,USA,Afternoon,185,1,0
3003,1256.0871544685324,Online,UK,Afternoon,54,0,0
3004,3126.2461275369596,ATM,Germany,Evening,37,0,0
3005,2860.8711858030247,POS,USA,Morning,211,0,0
3006,4164.987732057414,Bank Transfer,Canada,Evening,37,0,0
